-1.5,0.6000000000000001,58.10049128111371
-1.4,0.66,58.204351063550526
-1.3,0.72,58.06291700712478
-1.2,0.78,58.06565669034517
-1.1,0.84,57.94354022632814
-1.0,0.9,57.91333788064144
-0.9,0.96,57.91550366715222
-0.8,1.02,57.91472396534758
-0.7,1.08,57.774281105088356
-0.6,1.1400000000000001,57.69597361088854
-0.5,1.2,57.3701835500802
-0.4,1.26,57.047657659975584
-0.33,1.302,56.476855065924724
-0.3,1.32,56.194492450166
-0.22,1.3679999999999999,54.386234217513824
-0.2,1.38,53.47445395530667
-0.11,1.434,38.968056221174606
-0.1,1.44,35.91719178288943
-0.09,1.446,32.49393817121866
-0.08,1.452,28.718158222684362
-0.07,1.458,25.087617116781
-0.06,1.464,21.08588633315665
-0.05,1.47,17.156557201780448
-0.04,1.476,12.943884248379579
-0.03,1.482,8.91842154742004
-0.02,1.488,4.72494448113857
-0.01,1.494,1.3998840973970692
0.01,1.506,1.952037030353349
0.02,1.512,5.675540332820695
0.03,1.518,9.791961768826026
0.04,1.524,14.054443113788508
0.05,1.53,18.196645318033177
0.06,1.536,22.298236255301973
0.07,1.542,26.045420836596236
0.08,1.548,29.90143720624567
0.09,1.554,33.46015466820686
0.1,1.56,36.778520468954994
0.11,1.566,39.829220301079424
0.2,1.62,54.593091949306555
0.22,1.6320000000000001,55.533339269347294
0.3,1.68,57.76019207934359
0.33,1.698,57.986270618697745
0.4,1.74,58.50826592548548
0.5,1.8,58.882837402351626
0.6,1.8599999999999999,58.85238450758491
0.7,1.92,58.70729440784966
0.8,1.98,58.7752951455508
0.9,2.04,58.497535408562214
1.0,2.1,58.9243365112175
1.1,2.16,58.43627421214912
1.2,2.2199999999999998,59.30566219149222
1.3,2.2800000000000002,59.405709772302885
1.4,2.34,59.34874636511148
1.5,2.4,59.40434955901416
